,uuid,substance,number,INCI
12430,230c9a2e-f1c4-4fc4-8904-b955c7de382b,"N,N',N'',N'''-tetrakis(4,6-bis(butyl-(N-methyl-2,2,6,6-tetramethylpiperidin-4-yl)amino)triazin-2-yl)-4,7-diazadecane-1,10-diamine [CHIMASSORB 119; LOWILITE 19]",401-990-0,
12435,2ee2f5c0-b76f-4234-9020-f5373ecec2df,1-(2-bromoethoxy)-2-methoxybenzene,402-010-4,
12437,d744f937-3443-4a87-a522-238e071be611,"Cuprate(3-), [2-[2-[[2-[3-[[4-[[2-[2-(ethenylsulfonyl)ethoxy]ethyl]amino]-6-fluoro-1,3,5-triazin-2-yl]amino]-2-(hydroxy-.kappa.O)-5-sulfophenyl]diazenyl-.kappa.N2]phenylmethyl]diazenyl-.kappa.N1]-4-sulfobenzoato(5-)-.kappa.O]-, sodium (1:3)",402-020-9,
12438,a943b75d-671a-4f92-929a-9e53546201ec,O-ethylhydroxylamine,402-030-3,
12439,1131db14-9fd0-4818-9c54-98d9240d4432,"Tris(2-ethylhexyl)-4,4',4''-(1,3,5-triazine-2,4,6-triyltriimino)tribenzoate [UVINUL T 150]",402-070-1,
12441,b42300e2-d0bd-4c4e-9754-72c853b7c381,Sodium 3-[2-acetamido-4-(4-fluoro-6-substitutedamino-heteromonocycl-2- ylamino)phenylazo]naphthalene-polysulfonate,402-100-3,
12442,ad9f5e49-958e-45dc-894a-cf1e47d5e281,"potassium sodium 5'-(6-chloro-4-(2-(2-vinylsulfonylethoxy)ethylamino)-1,3,5-triazin-2-ylamino)-4'-hydroxy-2,3'-azodinaphthalene-1,2',5,7'-disulfonate",402-110-8,
12443,2ad2486b-018c-4960-b99b-c7df435854d2,"4,4'-Methylene-bis-(3-chloro-2,6-diethylaniline)",402-130-7,
12444,3db66b5c-287b-40e8-9a91-199b2b056374,"Benzenamine, 4,4'-methylenebis[3-chloro-2,6-diethyl-",402-130-7,
12445,4d41804f-6b74-48bc-a7b6-19937f9860fd,Cyclohexyldimethoxymethylsilane [CHMMS; CHMS; DYNASYLAN 9407; Z-6187],402-140-1,
12446,5f2314eb-9fae-4bb2-92a4-1656fc2dfcff,"Tripotassium/trisodium 5-(4-chloro-6-(N-(4-(4-chloro-6-(5-hydroxy-2,7-disulfonato-6-(2-sulfonatophenylazo)-4-naphthylamino)-1,3,5-triazin-2-yl-(N-methyl)amino)phenyl)amino)-1,3,5-triazin-2-ylamino)-4-hydroxy-3-(2-sulfonatophenylazo)naphthalene-2,7-disulfonate [C.I. REACTIVE RED 231]",402-150-6,
12448,4fcc10ee-e184-4b18-9b0e-90c6d57159ae,"Trisodium 7-(4-(4-fluoro-6-(2-(2-vinylsulfonylethoxy)ethylamino)-1,3,5-triazine- 2-ylamino)-2-ureidophenylazo)naphthalene-1,3,6-trisulfonate [C.I. REACTIVE YELLOW 174; GIALLO REATTIVO 174; JAUNE REACTIF 174; REAKTIV GELB 174]",402-170-5,
12449,466dc53c-de5a-4a34-9c76-5dad22236d30,4-amino-3-fluorophenol [FAP],402-230-0,
12450,46b66355-ee66-438a-8901-0d51fc95b71a,Benzyltributylammonium 4-hydroxynaphthalene-1-sulfonate [BONTRON P-51],402-240-5,
12452,12855ea2-417d-4b2b-8c0c-9cfee4216109,"A mixture of: S-(3-trimethoxysilyl)propyl 19-isocyanato-11-(6-isocyanatohexyl)-10,12-dioxo-2,9,11,13-tetraazanonadecanethioate; S-(3-(trimethoxysilyl)propyl 17-isocyanato-9-(isocyanatohexyl-aminocarbonyl)-10-oxo-2,9,11-triazaheptadecanethioate",402-290-8,
12453,7ecc72bd-6b00-4257-8694-79db08d5246c,Reactive Yellow 504,402-330-4,
12454,8bc2a1ae-bdde-40a1-9e30-7f9f07bff441,"(ethyl-3-oxobutanoato-O'1,O'3)(2-dimethylaminoethanolato)(1-methoxypropan-2-olato)aluminium(III), dimerised",402-370-2,
12455,233826af-6e39-4390-912b-a8280a78d1b2,"(ethyl-3-oxobutanoato-O'1,O'3)(2-dimethylaminoethanolato)(1-methoxypropan-2-olato)aluminium(III), dimerised [AOC 1020X]",402-370-2,
12456,8852b868-ac19-45f4-a9d3-d8ce9c12a50d,"Reaction products of: 2,4-bis[(2-N,N-hydrogenated tallow-aminoethyl)carbamoyl]toluene and 2,6-bis[(2-N,N-hydrogenated tallow-aminoethyl)carbamoyl]toluene with methyl chloride",402-390-1,Toluene
12457,37a1a39f-e129-4f13-8c04-4014c6178fdc,"Pyrrolo[3,4-c]pyrrole-1,4-dione, 2,5-dihydro-3,6-diphenyl-",402-400-4,
12459,37879cb2-8af3-4219-96a6-6c0216daef9f,"1,5-Naphthalenedisulfonic acid, 2-[2-[8-[[4-chloro-6-[[4-[[2-(sulfooxy)ethyl]sulfonyl]phenyl]amino]-1,3,5-triazin-2-yl]amino]-1-hydroxy-3,6-disulfo-2-naphthalenyl]diazenyl]-, sodium salt (1:5)",402-420-3,
12460,c0460ff5-544e-4569-941e-321314282063,"Pentasodium 5-[4-chloro-6-[4-(2-sulfatoethylsulfonyl)phenylamino]-1,3,5-triazin-2-ylamino]-4-hydroxy-3-(1,5-disulfonatonaphthalen-2-ylazo)naphthalene-2,7-disulfonate",402-420-3,
12461,cbc158d6-7ed1-4481-9da0-b975767503fc,"N-(5-(bis(2-methoxyethyl)amino)-2-((5-nitro-2,1-benzisothiazol-3-yl)azo)phenylacetamide [C.I. DISPERSE BLUE 367]",402-430-8,
12462,44e51fb6-e4c8-463b-856a-f1cda25c45d6,1-(1-isocyanato-1-methylethyl)-3-(1-methylethenyl)benzene [M-TMI],402-440-2,
12463,71990283-a7ce-41af-bbca-7a3b7d81aadb,Exo-1-methyl-4-(1-methylethyl)-7-oxabicyclo[2.2.1]heptan-2-ol [CINEOLE ALCOHOL],402-470-6,
12464,bd56f92c-759c-43a9-b76e-62ae127ae391,"3-Pyridinemethanesulfonic acid, 5-[2-[5-[[4-chloro-6-[(4-sulfophenyl)amino]-1,3,5-triazin-2-yl]amino]-2-sulfophenyl]diazenyl]-1-ethyl-1,6-dihydro-2-hydroxy-4-methyl-6-oxo-, potassium sodium salt (1:?:?)",402-480-0,
12465,935e39be-e509-4ffc-ad86-daa9120dde6f,"Potassium sodium 5-(5-(4-chloro-6-(4-sulfonatophenylamino)-1,3,5-triazin-2-ylamino)-2-sulfonatophenylazo)-1-ethyl-1,6-dihydro-2-hydroxy-4-methyl-6-oxo-3-pyridinemethanesulfonate",402-480-0,
12466,0e07d762-c88f-498d-85b6-de1054a99830,"trisodium 2-(cyanoamino)-5-[(E)-2-[4-({4-[(E)-2-(6,8-disulfonaphthalen-2-yl)diazen-1-yl]-2-methoxyphenyl}carbamoyl)phenyl]diazen-1-yl]-6-hydroxypyrimidin-4-olate",402-530-1,
12467,665fe70f-9fa9-4569-898d-7a9d6bcd3c2b,Isobutylisopropyldimethoxysilane [ALKYLSILANE TZ 01748; DYNASYLAN 9405; EURENOR(R) 5020; PSX 5305],402-580-4,
12468,4400f7f0-3606-4365-99ce-55a0065c9551,"3,6,9,12-Tetraoxatetradeca-1,13-diene",402-600-1,
12469,08321250-c918-4c2c-85fe-20d95f749c37,Benzyl-2-hydroxydodecyldimethylammonium benzoate,402-610-6,
12470,3212c586-10e7-49f9-bd20-4725a6ee233d,Thixatrol SR,402-620-0,
12471,c9d5ac3d-0c3c-4e08-85e5-493692ee0306,Ethyl trans-3-dimethylaminoacrylate,402-650-4,
12473,687f494f-c637-456c-92a3-e4a260709828,"A mixture of: disodium 4-(3-ethoxycarbonyl-4-(5-(3-ethoxycarbonyl-5-hydroxy-1-(4-sulfonatophenyl)pyrazol-4-yl)penta-2,4-dienylidene)-4,5-dihydro-5-oxopyrazol-1-yl)benzenesulfonate; trisodium 4-(3-ethoxycarbonyl-4-(5-(3-ethoxycarbonyl-5-oxido-1-(4-sulfonatophenyl)pyrazol-4-yl)penta-2,4-dienylidene)-4,5-dihydro-5-oxopyrazol-1-yl)benzenesulfonate [DYE K]",402-660-9,
12474,25de73dc-5f20-488d-8575-992edaf53cdf,2-hydroxy-4'-hydroxyethoxy-2-methylpropiophenone [DAROCUR (R) 2959; DAROCUR 2959],402-670-3,
12477,a56fd962-cc4d-4e87-9e4f-b91ab7358351,2-phenyl-4-(4-diethylaminophenyl)-4-(4-methoxyphenyl)-6-methyl-7-dimethylamino-4H-benz[3.1]oxazine [BAYMICRON VERSUCHSPRODUKT SN 2601; PERGASCRIPT BLACK 20223],402-700-5,
12478,ca93a8ed-2b7b-4f13-9ad0-086a642bf42a,"1,2-bis(3-methylphenoxy)ethane [KS-232]",402-730-9,
12479,84f0ffdb-461f-4ac6-b227-680d991337cc,"Disodium 5-(5-(fluoro-2-substitued-alkylamino)-heteromonocyclylamino)-2- sulphonatophenylazo)-1-alkyl-1,2-dihydro-6-hydroxy-4-alkyl-2-oxo-3- pyridinealkanesulphonate",402-740-3,
12480,3e6babd3-7fdc-4c2e-bded-ee0b09a5ae8b,2-methyl-4-phenylpentanol [PAMPLEFLEUR],402-770-7,
12481,bb01ea74-a26c-4875-87e5-78fc54d5dfc2,Triethoxyisobutylsilane [DYNASILAN BH N; DYNASILAN BSM 100 N; DYNASILAN NH 42],402-810-3,
12482,649dd0e9-a1b5-4028-957a-7dedbaf67908,DRIMAREN BRILLANTGRUN X-VT 4260,402-830-2,
12483,46eb8360-68cd-4f81-b7b1-ce536b0027bc,"A 2:1:1 mixture of: trisodium N(1')-N(2):N(1''')-N(2'')-η-6-[2-amino-4-(or 6)-hydroxy-(or 4-amino-2-hydroxy)phenylazo]-6''-(1-carbaniloyl-2-hydroxyprop-1-enylazo)-5',5'''-disulfamoyl-3,3''-disulfonatobis(naphthalene-2,1'-azobenzene-1,2'-diolato-O(1),O(2'))-chromate; trisodium N(1')-N(2):N(1''')-N(2'')-η-6,6''-bis(1-carbaniloyl-2-hydroxyprop-1-enylazo)-5',5'''-disulfamoyl-3,3''-disulfonatobis(naphthalene-2,1'azobenzene-1,2'-diolato-O(1),O(2'))-chromate; trisodium N(1')-N(2):N(1''')-N(2'')-η-6,6''-bis[2-amino-4-(or 6)-hydroxy-(or 4-amino-2-hydroxy)phenylazo]5',5'''-disulfamoyl-3,3''-disulfonatobis(naphthalene-2,1'azobenzene-1,2'-diolato-O(1),O(2'))-chromate [NOIR SANDODERM HH 1050; SANDODERM BLACK HH 1050; SANDODERM BLACK R; SANDODERM BLACK R CONC.; SANDODERM SCHWARZ R; SANDODERM SCHWARZ R KONZ.]",402-850-1,
12485,28da2335-2690-4130-9c77-ab36d35f22bd,"4,6-bis(octylthiomethyl)-o-cresol [CG 25-1320; IRGANOX 1520; TK 12229/1]",402-860-6,o-Cresol
12490,15422b7b-8c21-4221-bf75-6c09829e900b,N-(N6-trifluoroacetyl-L-lysyl)-L-proline [N-6-TRIFLUORACETYL-L-LYSYL-L-PROLIN; T.F.A. LYS PRO; TFA-LYS-PRO],402-920-1,Proline
12491,1c7d265d-ba8b-4287-b96e-3bf7438e35aa,"1-(2,6-bis(4-tolyl)-1,3-dioxano(5,4-d)-1,3-dioxan-4-yl)ethane-1,2-diol [CLEARLITE NU 005; DISORBENE M; GENISET MD; GLC NU 005; MILLAD 3940; NU 005]",402-950-5,
12496,1ee6602e-8a22-4da6-8b5a-6599dacdcf31,Hydrogen sodium N-carboxylatoethyl-N-octadec-9-enylmaleamate,402-970-4,
12497,b2e01bbb-fa1e-4e08-8d0f-4da7cf000e11,"A mixture mainly based on: 2,3-dihydro-6-(2-hydroxy-2-methyl-1-oxopropyl)-1,1,3-trimethyl-3-[4-(2-hydroxy-2-methyl-1-oxopropyl)phenyl]-1H-indene; 2,3-dihydro-5-(2-hydroxy-2-methyl-1-oxopropyl)-1,1,3-trimethyl-3-[4-(2-hydroxy-2-methyl-1-oxopropyl)phenyl]-1H-indene [ESACURE KIP 100; ESACURE KIP 150]",402-990-3,
12498,6872f016-0461-4a62-9f3d-8b963f4d41b4,"A mixture of isomers of: 4,8,12-trimethyltrideca-3,7,11-trienoic acid [HOMOFARNESYLSÄURE]",403-000-2,
12499,19672b0c-8276-4fbf-843c-a07afec115e0,"A mixture of: O,O-di(1-methylethyl)trithio-bis-thioformate; O,O-di(1-methylethyl)tetrathio-bis-thioformate; O,O-di(1-methylethyl)pentathio-bis-thioformate [ROBAC AS/100]",403-030-6,
12500,68b907ed-493d-4a79-8324-7015ab6e6da4,4-methoxybenzyl 3-chloromethyl-5-oxo-6-phenylacetamido-(2H)5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate [GCLE],403-040-0,
12501,f8594b06-d722-4034-9ac4-cb622464de9d,"A 3:1 mixture of: perfluoro(5,8,9,12-tetramethyl-4,7,10,13-tetraoxahexadecane); perfluoro(5,6,9,12-tetramethyl-4,7,10,13-tetraoxahexadecane)",403-050-5,
12502,72b54bc5-07e9-4870-a807-7a931c8d0192,Sodium 3-(2H-benzotriazol-2-yl)-5-sec-butyl-4-hydroxybenzenesulfonate [BENZTRIAZOL UV ABSORBER BUK 4499; BUK 4499; UV ABSORBER BUK 4499],403-080-9,
12504,1806b29f-0b99-4ca9-801e-5e1f09d11ce5,SCARLET S-BH 7292,403-090-3,
12505,089b5c91-e923-499b-bbd5-e24d7d0e8cb0,C.I. Acid Red 127,403-100-6,
12506,492a3f06-3a8c-4072-a2e5-1f41bb71215b,"3-(2,2-dimethyl-3-hydroxypropyl)toluene [MAJANTOL; MAJANTOL R]",403-140-4,Toluene
12508,a1cace57-72f6-478c-80cb-a8301fdcbcf1,FORAFAC 1216 N,403-160-3,
12509,547a6f83-698e-45cb-b541-e704dd5c6965,"A mixture of: 3,5-dimethylthio-2,4-toluenediamine; 3,5-dimethylthio-2,6-toluenediamine [DM-C-TDA; DMTDA; ETHACURE (R) 300 CURATIVE]",403-240-8,Toluene
12511,cdaf8df7-c15d-4081-bf60-04e201dc56c3,"A mixture of: 4-[[bis-(4-fluorophenyl)methylsilyl]methyl]-4H-1,2,4-triazole; 1-[[bis-(4-fluorophenyl)methylsilyl]methyl]-1H-1,2,4-triazole",403-250-2,
12512,dbfe1821-c8f3-46c1-ba66-1e521330c3a2,C.I. Reactive Red 40,403-280-6,
12513,ca2f8921-9ad4-44a2-95bf-de9b36010f8d,"Poly(oxycarbonyloxy-1,4-phenylene-1,1-(3,3,5-trimethyl)cyclohexylidene-1,4-phenylene-co-oxycarbonyloxy-1,4-phenylenisopropylidene-1,4-phenylene) [APEC HT; APEC-VERSUCHSPRODUKT KU 1-9330 UP TO -9360]",403-310-8,
12514,5d361343-d8c3-4b0b-b1cc-d92282570eff,"Ethyl 3,3-bis[(1,1-dimethylpropyl)peroxy]butyrate [LUPEROX 533]",403-320-2,
12515,014ed25e-e3d0-42a0-b5d2-e94ae6445dfd,"N,N,N',N'-tetramethyl-3,3'-(propylenebis(iminocarbonyl-4,1-phenylenazo(1,6-dihydro-2-hydroxy-4-methyl-6-oxopyridine-3,1-diyl)))di(propylammonium) dilactate [CARTASOL BRILLIANT YELLOW K-6G; CARTASOL BRILLIANT YELLOW K-6G CONC.; GIALLO BRILLANTE CARTASOL K-6G CONC.; JAUNE BRILLANT CARTASOL K-RWA 3904; RWA 3904]",403-340-1,
12516,a8e2f0a7-3aab-4097-bdcb-550d4670b43f,"1,3-dichloro-2-methoxy-5-nitrobenzene [T 1049]",403-350-6,
12517,27611830-67eb-4ce0-9260-cd0aee1dc72d,"Bis(3,5-bis(1,1-dimethylethyl)-2-hydroxybenzoato-O1,O2)zinc [BONTRON E-84; E-84]",403-360-0,
12522,4516b7be-b899-4dcb-b985-14c1bf4acc1d,Red X-KB 3613/PP,403-400-7,
12524,abdcc74d-9875-4d63-9146-02de90cc7dec,"A mixture of: N,N-diethylpropane-1,3-diamine 6-methyl-2-(4-(2,4,6-triaminopyrimidin-5-ylazo)phenyl)benzothiazole-7-sulfonate; 2,2-iminodiethanol 6-methyl-2-(4-(2,4,6-triaminopyrimidin-5-ylazo)phenyl)benzothiazole-7-sulfonate; 2-methylaminoethanol 6-methyl-2-(4-(2,4,6-triaminopyrimidin-5-ylazo)phenyl)benzothiazole-7-sulfonate [C.I. DIRECT YELLOW 166; DIRECT YELLOW 166; GIALLO DIRETTO 166; JAUNE DIRECT 166; MONOAZO YELLOW MA 2822]",403-410-1,Propane
12525,eb5f16bf-3caa-4c7a-91d1-da0bc7fd81c2,"A mixture of: N,N-diethylpropane-1,3-diamine 6-methyl-2-(4-(2,4,6-triaminopyrimidin-5-ylazo)phenyl)benzothiazole-7-sulfonate; 2,2-iminodiethanol 6-methyl-2-(4-(2,4,6-triaminopyrimidin-5-ylazo)phenyl)benzothiazole-7-sulfonate; 2-methylaminoethanol 6-methyl-2-(4-(2,4,6-triaminopyrimidin-5-ylazo)phenyl)benzothiazole-7-sulfonate",403-410-1,Propane
12526,db649227-eb93-4530-929f-d82bb8a36e76,C.I. Reactive Orange 116,403-460-4,
12527,18cc3fc5-7e28-438a-b03a-8276beb6972b,A mixture of: hexyldioctylphosphineoxide; dihexyloctylphosphineoxide; trioctylphosphineoxide [CYANEX (R) EXTRACTANT; CYANEX 923 EXTRACTANT],403-470-9,
12529,a5d95038-fe0b-4238-b2aa-e83ca0f73906,"A mixture of: thiobis(4,1-phenylene)-S,S,S',S'-tetraphenyldisulfonium bishexafluorophosphate; diphenyl(4-phenylthiophenyl)sulfonium hexafluorophosphate; propylene carbonate [CYRACURE PHOTOINITIATOR UVI-6990; CYRACURE PHOTOINITIATOR UVI-6992]",403-490-8,Propylene Carbonate
12530,5d8db8a4-adb5-4881-a4ba-b6268da09e10,A mixture of: bis[4-diphenylsulfoniumphenyl]sulfide-bishexafluoroantimonate; thiophenoxyphenylsulfonium hexafluoroantimonate,403-500-0,
12531,8a72e77b-0a29-47bc-8160-8cc3772f0054,A mixture of: bis[4-diphenylsulfoniumphenyl]sulfide-bishexafluoroantimonate; thiophenoxyphenylsulfonium hexafluoroantimonate [CYRACURE (R) PHOTOINITIATOR UVI-6974; CYRACURE PHOTOINITIATOR UVI-6976],403-500-0,
12533,9adc3356-f5d5-4ced-8b8d-a7cad5ff38cb,N-amino-N-carboxymethylglycine [F.H.D.A.],403-510-5,Glycine
12534,162894ff-0ff7-48bc-a1f9-8362a303717c,Calcium 4-chloro-2-(5-hydroxy-3-methyl-1-(3-sulfonatophenyl)pyrazol-4-ylazo)-5-methylbenzenesulfonate [PV-ECHTGELB HGR],403-530-4,
12537,bdb398f4-e314-40ea-b295-0792c03280ef,"(3-carboxy-1,1'-(1,2-dicyanovinylenebis(nitrilomethylidyne)-2,2'-dinaphtholato)nickel(II) [POLYSYNTHREN-VIOLETT G]",403-550-3,
12538,92f6276c-f8a3-48a7-8428-a3a9a14c86a3,"Ferrate(1-), bis[4-[2-[5-chloro-2-(hydroxy-.kappa.O)phenyl]diazenyl-.kappa.N1]-3-(hydroxy-.kappa.O)-N-phenyl-2-naphthalenecarboxamidato(2-)]-, ammonium (1:1)",403-590-1,
12539,55b24741-d67a-477e-b4bc-a78e98f0cd3c,"Bicyclo[2.2.1]heptane, 2-ethyl-5-methoxy-",403-610-9,
12540,9c4032d9-8efa-47aa-b7d6-485b67bc0357,"3,7-dimethyloctanenitrile",403-620-3,
12541,d4ff3880-33b8-4066-b92b-35e4c74654f6,"Tetralithium 6-amino-4-hydroxy-3-[7-sulfonato-4-(5-sulfonato-2-naphthylazo)-1-naphthylazo]naphthalene-2,7-disulfonate [IJA-260; IJBK-260; IJBK-260-LI]",403-660-1,
12542,14b2ab34-8e50-4b6e-bcc2-66014edac600,N-(n-octyl)-2-pyrrolidinone [NOP; SURFADONE LP-100 SURFACTANT],403-700-8,
12544,3c8a804a-1378-4e13-a69e-1e9bb7e8ba36,3-(2-(diaminomethyleneamino)thiazol-4-yl)methylthio)propiononitrile,403-710-2,
12545,20fe50a3-d135-44f8-be8d-c335f446a20b,"A mixture of: tert-alkyl(C12-C14)ammonium bis[1-[(2-hydroxy-5-nitrophenyl)azo]-2-naphthalenolato(2-)]-chromate(1-); tert-alkyl(C12-C14)ammonium bis[1-[(2-hydroxy-4-nitrophenyl)azo]-2-naphthalenolato(2-)]-chromate(1-); tert-alkyl(C12-C14)ammonium bis[1-[[5-(1,1-dimethylpropyl)-2-hydroxy-3-nitrophenyl]azo]-2-naphthalenolato(2-)]-chromate(1-); tert-alkyl(C12-C14)ammonium [[1-[(2-hydroxy-5-nitrophenyl)azo]-2-naphthalenolato(2-)]-[1-[(2-hydroxy-5-nitrophenyl)azo]-2-naphthalenolato(2-)]]-chromate(1-); tert-alkyl(C12-C14)ammonium [[1-[[5-(1,1-dimethylpropyl)-2-hydroxy-3-nitrophenyl]azo]-2-naphthalenolato(2-)]-[1-[(2-hydroxy-5-nitrophenyl)azo]-2-naphthalenolato(2-)]]-chromate(1-); tert-alkyl(C12-C14)ammonium ((1-(4(or 5)-nitro-2-oxidophenylazo)-2-naphtholato)(1-(3-nitro-2-oxido-5-pentylphenylazo)-2-naphtholato))chromate(1-) [NOIR ORASOL 9342A; NOIR ORASOL RLI; ORASOL BLACK 9342A; ORASOL BLACK RLI; SAVINYL NOIR 2R]",403-720-7,
12546,ee02a515-9bd1-45ef-b609-b01d75a72786,"A mixture of: tert-alkyl(C12-C14)ammonium bis[1-[(2-hydroxy-5-nitrophenyl)azo]-2-naphthalenolato(2-)]-chromate(1-); tert-alkyl(C12-C14)ammonium bis[1-[(2-hydroxy-4-nitrophenyl)azo]-2-naphthalenolato(2-)]-chromate(1-); tert-alkyl(C12-C14)ammonium bis[1-[[5-(1,1-dimethylpropyl)-2-hydroxy-3-nitrophenyl]azo]-2-naphthalenolato(2-)]-chromate(1-); tert-alkyl(C12-C14)ammonium [[1-[(2-hydroxy-5-nitrophenyl)azo]-2-naphthalenolato(2-)]-[1-[(2-hydroxy-5-nitrophenyl)azo]-2-naphthalenolato(2-)]]-chromate(1-); tert-alkyl(C12-C14)ammonium [[1-[[5-(1,1-dimethylpropyl)-2-hydroxy-3-nitrophenyl]azo]-2-naphthalenolato(2-)]-[1-[(2-hydroxy-5-nitrophenyl)azo]-2-naphthalenolato(2-)]]-chromate(1-); tert-alkyl(C12-C14)ammonium ((1-(4(or 5)-nitro-2-oxidophenylazo)-2-naphtholato)(1-(3-nitro-2-oxido-5-pentylphenylazo)-2-naphtholato))chromate(1-)",403-720-7,
12547,d089489a-7e2c-4cfe-8b48-8b5d78244c79,N-(n-dodecyl)pyrrolidinone,403-730-1,
12548,4be11850-3fdb-4f8f-8cd3-a1cebfeffc74,GREAT LAKES HP-36,403-740-6,
12549,4d7499b8-8bba-4866-b465-73969f3187b8,"4-ethyl-1,3-dioxolan-2-one [JEFFSOL BUTYLENE CARBONATE; TEXACAR F-100]",403-780-4,
12550,2eda0597-657e-4557-a7d0-16ecb20325b2,"2,2'-methylenebis(6-(2H-benzotriazol-2-yl)-4-(1,1,3,3-tetramethylbutyl)phenol) [EVERSORB 78; LOWILITE 36; LS.BT.620; MIXXIM BB/100; TINUVIN 360]",403-800-1,
12556,ea64e888-d223-4750-a2d9-365f6baabb7d,"Potassium sodium 3,3'-(3(or4)-methyl-1,2-phenylenebis(imino(6-chloro)-1,3,5-triazine-4,2-diylimino(2-acetamido-5-methoxy)-4,1-phenylenazo)dinaphthalene-1,5-disulfonate [C.I. REACTIVE YELLOW 138:1]",403-810-6,
12557,c5ab2fe1-276a-4c8a-855b-397f76a2feff,"6'-(dibutylamino)-3'-methyl-2'-(phenylamino)spiro[isobenzofuran-1(3H),9-(9H)-xanthen]-3-one [B 290; BK 400; CK 34; DIBUTYL-N-102; DX-20; FAT NR. 40391/A; FLUORAN BLACK BD 869; FLUORAN SCHWARZ BD 869; NOIR FLUORANE BD 869; ODB-2; PSD-290; SENOR-2; TG-31; TH-108; WINCON-2]",403-830-5,
12560,87cb03b9-98f7-40d0-a179-9d671e7b3929,9a-methylperhydrocyclopenta(f)coumarin-1-one [SITOLACTON],403-860-9,
12561,fc7548b5-ba6f-401b-bef3-fcffa8bfd854,"polysodium 2-[(E)-{8-[(4-{[3-({[(2-alkenylsulfonyl) ethyl]amino}carbonyl)phenyl] amino}-6-fluoroheterocyclyl) amino]-1-hydroxy-polysulfonato-2-naphthalenyl}diazenyl]-1,5-naphthalene, polysulfonate",403-880-8,
12562,b276a7a3-db8d-4e3a-b62c-5e859035bced,C.I. Direct Yellow 170,403-900-5,
12563,0a47a8d8-4bc5-4ea3-9eb5-84a231275ceb,3-(3-tert-butyl-4-hydroxyphenyl)propionic acid [G 19-675 ZP],403-920-4,
12564,7e370d74-9c20-4f67-a804-97bf49862d41,2-(2-methoxyphenoxy)ethyl 4-toluenesulfonate,403-930-9,Toluene
12565,c809d89a-3400-40e2-accf-f25306f5d202,C.I. REACTIVE BLACK 47,403-940-3,
12566,9e7f0586-0d10-46ae-bfee-be8ccd963163,Reaction products of: glutamic acid and N-(C12-14-alkyl)propylenediamine [EW 400; GLUCOPROTAMIN],403-950-8,Glutamic Acid
12567,796052ed-b85b-4315-a5b0-f2fdacb589a4,"2-ethoxyethyl-2-(4-(2,6-dihydro-2,6-dioxo-7-phenyl-1,5-dioxaindacen-3-yl)phenoxy)acetate",403-960-2,
12568,2d680b04-4ba9-4d4d-bad2-18bbfbcb14d5,"2-ethoxyethyl-2-(4-(2,6-dihydro-2,6-dioxo-7-phenyl-1,5-dioxaindacen-3-yl)phenoxy)acetate [C.I. DISPERSE RED 367]",403-960-2,
12570,8ab368e8-6849-4644-b7a3-6d8ae2eb6ba0,Jarytherm AX320,403-970-7,
12571,2004f312-0ce7-4614-a065-c1290833608d,Bis(2-methylpropyl)dimethoxysilane,404-020-4,
12572,1c6b1eca-21a1-4530-b56a-3175005f26b7,"Tetrasodium [5-((4-amino-6-chloro-1,3,5-triazin-2-yl)amino)-2-((2-hydroxy-3,5-disulfonatophenylazo)-2-sulfonatobenzylidenehydrazino)benzoate]copper(II)",404-070-7,
12573,b539e1db-98b9-4178-a5e7-179c370bad09,"1,1-dichloro-1-fluoroethane [1,1-DICHLORO-1-FLUOROTHANE; BLOWTEM 141B; DEMEON 141B; GENESOLV 2000 (PURE); GENESOLV 2004 (IN MIXTURE); GENETRON (R) 141B; HCFC 141B; HFA 141B; SOLKANE 141B]",404-080-1,
12574,6a9c1d88-6c08-44f1-9c33-b2dedbc5e199,BLEU REACTIF 239,404-100-9,
12575,8f35448f-ca8b-40cd-86ef-37274049a3da,C.I. REACTIVE RED 136; REAKTIV ROT 136; ROUGE REACTIF 136,404-120-8,
12576,9f4e898a-6121-4f94-bc7e-96f9acb2ccec,BISPHENOL TMC,404-140-7,
12577,4d7674e6-e134-4022-a3ac-ffc4507538fb,"Reaction products of: 4-nonylphenol, formaldehyde and dodecane-1-thiol [POLYSTAY K; WINGSTAY K]",404-160-6,Formaldehyde
12578,90dec2c5-426e-45b3-b9a0-04f18651274d,"1-Octadecanaminium,N,N-Dimethyl-N-Octadecyl-,(Sp-4-2)-[29h,31h-Phthalocyanine2-Sulfonato(3-)-N 29,N 30,N 31,N 32]Cuprate(1-)",404-170-0,
12580,b23c418b-00fa-4ba7-9a51-dd01e8831ec0,6-cyclohexyl-4-methyl-2H-pyran-2-one,404-220-1,
12581,003ec276-264a-4d3b-8e49-a115da03a6e9,"6-cyclohexyl-4-methyl-2H-pyran-2-one [6-CYCLOHEXYL-4-METHYL-ALPHA-PYRONE; BATRAFEN-PYRON,PURE]",404-220-1,
12582,d40ce281-0b6e-41ea-aaf7-8d03bc4378ee,"2,9-bis[N-[3-(diethylamino)propyl]sulfamoyl]-5H,12H-quino[2,3-b]acridin-7,14-dione",404-230-6,
